product_name,category,brand,unit,quantity,price,store,image_url
Bathroom Cleaner,Cleaning & Household,Godrej Proclean,1 pc,1,77.35,BigBasket,https://via.placeholder.com/200
ProClean Disinfectant Floor - Citrus,Cleaning & Household,Godrej Proclean,1 pc,1,152.15,BigBasket,https://via.placeholder.com/200
Multi-Surface Wipes,Cleaning & Household,Maxkleen,1 pc,1,96.2,JioMart,https://via.placeholder.com/200
Herbal Floor Cleaner,Cleaning & Household,Nimyle,1 pc,1,84,Blinkit,https://via.placeholder.com/200
Rinse Aid,Cleaning & Household,Fortune,1 pc,1,150,JioMart,https://via.placeholder.com/200
Glass Cleaner,Cleaning & Household,BB Home Herbal,1 pc,1,130,BigBasket,https://via.placeholder.com/200
Germ Kill Spray,Cleaning & Household,Nature Protect,1 pc,1,169,BigBasket,https://via.placeholder.com/200
"WD40 Multipurpose Spray for Rust Removal, Degrease, Chain Cleaner and Lubrication",Cleaning & Household,Pidilite,1 pc,1,108,Zepto,https://via.placeholder.com/200
"Classic Detergent - Lemon, Imported",Cleaning & Household,Finish,1 pc,1,1299,Zepto,https://via.placeholder.com/200
Eco Multipurpose Sanitising Wipes - Fresh Lemon,Cleaning & Household,Ajax,1 pc,1,134.5,JioMart,https://via.placeholder.com/200
Disinfecting Wipes Fresh Scent,Cleaning & Household,Clorox,1 pc,1,250,JioMart,https://via.placeholder.com/200
Bathroom Cleaner,Cleaning & Household,BB Home,1 pc,1,91,JioMart,https://via.placeholder.com/200
Toilet Cleaner Clinging Bleach Gel,Cleaning & Household,Clorox,1 pc,1,225,Blinkit,https://via.placeholder.com/200
Washing Machine Cleaner,Cleaning & Household,ATOMIC,1 pc,1,179.1,Blinkit,https://via.placeholder.com/200
Disinfectant Bathroom Cleaner - Floral,Cleaning & Household,Harpic,1 pc,1,44,Zepto,https://via.placeholder.com/200
Visible Power Toilet Cleaner,Cleaning & Household,Mr Muscle,1 pc,1,75,Blinkit,https://via.placeholder.com/200
"Disinfectant Wipes, Multipurpose Use",Cleaning & Household,BB Home,1 pc,1,45,Instamart,https://via.placeholder.com/200
Sanitizing Wipes for Skin - From Wipro,Cleaning & Household,Hygienix,1 pc,1,45,Blinkit,https://via.placeholder.com/200
Bleach - Lavender,Cleaning & Household,Clorox,1 pc,1,160,Zepto,https://via.placeholder.com/200
Proclean Floor Cleaner - Lavender,Cleaning & Household,Godrej,1 pc,1,179,Instamart,https://via.placeholder.com/200
Floor Cleaner - Herbal,Cleaning & Household,Nimyle,1 pc,1,654.5,Blinkit,https://via.placeholder.com/200
Disinfectant Surface Cleaning Spray,Cleaning & Household,Nature Protect,1 pc,1,169,Zepto,https://via.placeholder.com/200
Metal Polish Triple Action Formula,Cleaning & Household,Brasso,1 pc,1,97,BigBasket,https://via.placeholder.com/200
Eco Multipurpose Sanitising Wipes - Lavender,Cleaning & Household,Ajax,1 pc,1,349.5,BigBasket,https://via.placeholder.com/200
Bleach - Lemon,Cleaning & Household,Clorox,1 pc,1,550,Zepto,https://via.placeholder.com/200
Toilet Seat Sanitizer + Deodoriser,Cleaning & Household,Sanitt,1 pc,1,150,BigBasket,https://via.placeholder.com/200
Germ-Kill Spray,Cleaning & Household,Domex,1 pc,1,170,JioMart,https://via.placeholder.com/200
IMPORTED - 3Ply Kitchen Towel Super Absorbent Paper Tissue Roll,Cleaning & Household,Selpak,1 pc,1,1340,Zepto,https://via.placeholder.com/200
Glass Cleaner Refill,Cleaning & Household,BB Home,1 pc,1,89,BigBasket,https://via.placeholder.com/200
"Disinfectant Surface & Floor Cleaner Liquid - Neem, Kills 99.9% Germs",Cleaning & Household,Lizol,1 pc,1,38,Zepto,https://via.placeholder.com/200
Germ - Removal Multipurpose Wipes,Cleaning & Household,Nature Protect,1 pc,1,169,Instamart,https://via.placeholder.com/200
Heavy Starch - Fresh Lavender Scent,Cleaning & Household,Faultless,1 pc,1,570,JioMart,https://via.placeholder.com/200
Lens Cleaning Solution Kit,Cleaning & Household,ZEISS,1 pc,1,179.1,Zepto,https://via.placeholder.com/200
Clean-Up All-Purpose Cleaner with Bleach,Cleaning & Household,Clorox,1 pc,1,425,Blinkit,https://via.placeholder.com/200
"Disinfectant Surface & Floor Cleaner Liquid - Jasmine, Kills 99.9% Germs",Cleaning & Household,Lizol,1 pc,1,38,Blinkit,https://via.placeholder.com/200
Lens Wipes - Gentle & Thorough Cleaning,Cleaning & Household,ZEISS,1 pc,1,174.3,Zepto,https://via.placeholder.com/200
Gotile Tap Cleaner - Multipurpose Cleaner,Cleaning & Household,GOTILE,1 pc,1,375,Zepto,https://via.placeholder.com/200
Tap Cleaner,Cleaning & Household,ATOMIC,1 pc,1,359.1,Zepto,https://via.placeholder.com/200
Dishwasher Tablets With Superior Gloss & Sparkling Agents,Cleaning & Household,ARNIGO,1 pc,1,450,Blinkit,https://via.placeholder.com/200
Aio Max Dishwasher Tablets - Regular,Cleaning & Household,Finish,1 pc,1,599,BigBasket,https://via.placeholder.com/200
"In-Cistern Toilet Cleaner Blocks, Aquamarine",Cleaning & Household,Harpic,1 pc,1,299,Blinkit,https://via.placeholder.com/200
Dishwasher Rinse Aid Liquid,Cleaning & Household,ATOMIC,1 pc,1,117,Blinkit,https://via.placeholder.com/200
Scented Glass Cleaner - Pink,Cleaning & Household,SOVI,1 pc,1,84,Instamart,https://via.placeholder.com/200
Dishwasher Salt,Cleaning & Household,ATOMIC,1 pc,1,108,Blinkit,https://via.placeholder.com/200
Smartphone Wipes,Cleaning & Household,ZEISS,1 pc,1,244.3,Instamart,https://via.placeholder.com/200
Dishwasher Detergent Powder,Cleaning & Household,ATOMIC,1 pc,1,179.1,JioMart,https://via.placeholder.com/200
Toilet Seat Sanitiser - Floral,Cleaning & Household,Peesafe,1 pc,1,160,Blinkit,https://via.placeholder.com/200
Dishwasher Rinse Aid Liquid,Cleaning & Household,SCURE,1 pc,1,134.1,JioMart,https://via.placeholder.com/200
Dishwasher Detergent - Lemon Fragrance,Cleaning & Household,ARNIGO,1 pc,1,297,BigBasket,https://via.placeholder.com/200
Dishwasher Detergent Powder,Cleaning & Household,SCURE,1 pc,1,179.1,Blinkit,https://via.placeholder.com/200
Dishwasher Cleaner & Descaler - Removes Lime Scale & Mineral Build Up,Cleaning & Household,ARNIGO,1 pc,1,585,Instamart,https://via.placeholder.com/200
Multipurpose Germ Protection Anti-Bacterial Wipes With Lemon Fragrance,Cleaning & Household,Corsafe Advance,1 pc,1,100,Blinkit,https://via.placeholder.com/200
Dishwasher Salt,Cleaning & Household,ARNIGO,1 pc,1,126,Instamart,https://via.placeholder.com/200
Dishwasher - Cleaner,Cleaning & Household,Clean N Fresh,1 pc,1,279,BigBasket,https://via.placeholder.com/200
Dishwasher Tablets,Cleaning & Household,Cleox,1 pc,1,575,Blinkit,https://via.placeholder.com/200
Meat Wash,Cleaning & Household,Saafoo,1 pc,1,90,Zepto,https://via.placeholder.com/200
Rinse Aid,Cleaning & Household,Clean N Fresh,1 pc,1,249,Blinkit,https://via.placeholder.com/200
Dishwasher Salt,Cleaning & Household,SCURE,1 pc,1,108,Zepto,https://via.placeholder.com/200
"Liquid Floor Cleaner - All Surface Disinfectant, Schevaran",Cleaning & Household,The Green.Company,1 pc,1,115,Instamart,https://via.placeholder.com/200
Dishwasher Tablets,Cleaning & Household,Cleox,1 pc,1,1400,BigBasket,https://via.placeholder.com/200
Polish &Tarnish Remover - Silver Wipes,Cleaning & Household,Weiman,1 pc,1,650,Instamart,https://via.placeholder.com/200
Gadget Cleaner Spray Sparkling + Harpic Power Plus Toilet Cleaner (each 500 ml),Cleaning & Household,Colin,1 pc,1,160,Blinkit,https://via.placeholder.com/200
Disinfectant Surface & Floor Cleaner - [Floral 975 ml + Pine 975 ml],Cleaning & Household,Lizol,1 pc,1,324,JioMart,https://via.placeholder.com/200
Disinfectant Surface & Floor Cleaner Floral Refill Pack 1.8 L + Liquid Floral 2L,Cleaning & Household,Lizol,1 pc,1,552,Instamart,https://via.placeholder.com/200
Disinfectant Surface & Floor Cleaner Liquid 2L + Disinfectant Floor Cleaner 1.8L,Cleaning & Household,Lizol,1 pc,1,570,Instamart,https://via.placeholder.com/200
Gadget Cleaner Spray Sparkling Shine + Glass and Household Cleaner (each 500 ml),Cleaning & Household,Colin,1 pc,1,166,Zepto,https://via.placeholder.com/200
Germ & Stain Blaster 750 ml + Bathroom Cleaner 500 ml + Toilet Rim Block-39 gm,Cleaning & Household,Harpic,1 pc,1,360,Blinkit,https://via.placeholder.com/200
Cleaning Acid,Cleaning & Household,Zermisol,1 pc,1,58,JioMart,https://via.placeholder.com/200
Vegetable & Fruit Wash with 100% Natural Action,Cleaning & Household,Nimwash,1 pc,1,161.5,BigBasket,https://via.placeholder.com/200
Roff Cera Clean,Cleaning & Household,Pidilite,1 pc,1,103,BigBasket,https://via.placeholder.com/200
Floor Cleaner - Sandal,Cleaning & Household,Floroma,1 pc,1,300,Blinkit,https://via.placeholder.com/200
Bathroom Power Cleaner Spray - Removes 99.9% Germs,Cleaning & Household,Lizol,1 pc,1,125,BigBasket,https://via.placeholder.com/200
Gadget Cleaner Spray Sparkling Shine 500 ml + Lizol All Purpose Cleaner 450 ml,Cleaning & Household,Colin,1 pc,1,204.82,Blinkit,https://via.placeholder.com/200
Disinfectant Surface & Floor Cleaner Liquid - Floral,Cleaning & Household,Lizol,1 pc,1,273,Instamart,https://via.placeholder.com/200
TV & Gadget Cleaner Spray,Cleaning & Household,Colin,1 pc,1,84,Zepto,https://via.placeholder.com/200
Multi Purpose Disinfectant Spray,Cleaning & Household,KeepSafe by Marico,1 pc,1,107.5,JioMart,https://via.placeholder.com/200
Floor Cleaner - Lavender Fragrance,Cleaning & Household,Mr Muscle,1 pc,1,89,Blinkit,https://via.placeholder.com/200
Vegetable & Fruit Wash Spray with 100% Natural Action,Cleaning & Household,Nimwash,1 pc,1,117,Instamart,https://via.placeholder.com/200
Ceramic Cleaning Acid,Cleaning & Household,Smart Home,1 pc,1,44,Blinkit,https://via.placeholder.com/200
Laundry Sanitizer,Cleaning & Household,Lifebuoy,1 pc,1,90,BigBasket,https://via.placeholder.com/200
Perfumed Herbal Phenyle -Sandal,Cleaning & Household,Smart Home,1 pc,1,249,Instamart,https://via.placeholder.com/200
Disinfecting Wipes - Crisp Lemon,Cleaning & Household,Clorox,1 pc,1,450,JioMart,https://via.placeholder.com/200
Lemongrass Floor Cleaner,Cleaning & Household,Nimyle,1 pc,1,140.4,BigBasket,https://via.placeholder.com/200
Toilet Seat Disinfectant Spray,Cleaning & Household,KeepSafe by Marico,1 pc,1,107.5,JioMart,https://via.placeholder.com/200
Disinfectant Floor Cleaner,Cleaning & Household,Domex,1 pc,1,235,Zepto,https://via.placeholder.com/200
"Multi Appliance Descaler - Cleans, Descales, Sanitizes and Deodorizes",Cleaning & Household,Fortune,1 pc,1,150,Instamart,https://via.placeholder.com/200
Dishwasher Tablets Powerball Classic,Cleaning & Household,Finish,1 pc,1,1699,BigBasket,https://via.placeholder.com/200
Kitchen Cleaner with Bleach,Cleaning & Household,Clorox,1 pc,1,350,Instamart,https://via.placeholder.com/200
Sanitize Multipurpose Surface Cleaner & Disinfectant,Cleaning & Household,Dabur,1 pc,1,106.08,Blinkit,https://via.placeholder.com/200
Floor Cleaner - Jasmine,Cleaning & Household,Floroma,1 pc,1,70,Blinkit,https://via.placeholder.com/200
Aio Max Dishwasher Tablets - Lemon,Cleaning & Household,Finish,1 pc,1,1499,Zepto,https://via.placeholder.com/200
Perfumed Herbal Phenyle - Jasmine,Cleaning & Household,Smart Home,1 pc,1,249,Zepto,https://via.placeholder.com/200
Multipurpose Alcohol Based Disinfectant Sanitiser Spray - Kills 99.9% Germs,Cleaning & Household,Bodyguard,1 pc,1,247.34,Blinkit,https://via.placeholder.com/200
"Germ Protection Fruit & Veggie Wash – Natural Ingredient Based, Removes Germs, Bacteria, Fungus, Wax & Dirt",Cleaning & Household,Godrej Protekt,1 pc,1,199.2,Instamart,https://via.placeholder.com/200
Toilet Bowl Cleaner - Vinegar,Cleaning & Household,Frosch,1 pc,1,289,Instamart,https://via.placeholder.com/200
Tap & Shower Cleaner,Cleaning & Household,PureCult,1 pc,1,209.3,JioMart,https://via.placeholder.com/200
Disinfectant Floor Cleaner,Cleaning & Household,Domex,1 pc,1,600,Blinkit,https://via.placeholder.com/200
Toilet Cleaner - Cube Block,Cleaning & Household,BB Home,1 pc,1,120,Instamart,https://via.placeholder.com/200
Floor Cleaner - Rose,Cleaning & Household,Floroma,1 pc,1,300,JioMart,https://via.placeholder.com/200
Floor Cleaner - French Lavender,Cleaning & Household,SOVI,1 pc,1,153.3,Zepto,https://via.placeholder.com/200
Toilet Cleaner,Cleaning & Household,Godrej Proclean,1 pc,1,73.1,Instamart,https://via.placeholder.com/200
Disinfectant Surface Sanitizer,Cleaning & Household,Maxkleen,1 pc,1,71.1,Zepto,https://via.placeholder.com/200
Toilet Cleaner Rain Clean,Cleaning & Household,Clorox,1 pc,1,300,Blinkit,https://via.placeholder.com/200
Perfumed Herbal Phenyle - Rose,Cleaning & Household,Smart Home,1 pc,1,249,Instamart,https://via.placeholder.com/200
Wood Cleaner,Cleaning & Household,Frosch,1 pc,1,649,Instamart,https://via.placeholder.com/200
Floor Cleaner - Neem & Pine,Cleaning & Household,Excel Plus,1 pc,1,149,BigBasket,https://via.placeholder.com/200
Boric Acid,Cleaning & Household,Bhavi,1 pc,1,350,BigBasket,https://via.placeholder.com/200
Ceramic Ware Cleaning Acid,Cleaning & Household,Germi Chek,1 pc,1,50,Instamart,https://via.placeholder.com/200
Phenyle - Spice,Cleaning & Household,Germisol,1 pc,1,60,BigBasket,https://via.placeholder.com/200
"Fruits & Vegetables Washing Liquid - Safely Removes Germs, Chemicals & Waxes",Cleaning & Household,Veggie Clean,1 pc,1,49,JioMart,https://via.placeholder.com/200
"Vegetable & Fruit Wash - 100% Natural Action, Washes Pesticide & Germs",Cleaning & Household,Nimwash,1 pc,1,30,Zepto,https://via.placeholder.com/200
Kitchen Chimney Filter De-Greaser Cleaner Concentrate Liquid With Brush,Cleaning & Household,Release on,1 pc,1,314.1,Blinkit,https://via.placeholder.com/200
Sanitize Air Sanitizer,Cleaning & Household,Dabur,1 pc,1,160.6,Blinkit,https://via.placeholder.com/200
Emasol All Surface Sanitizer,Cleaning & Household,Emami,1 pc,1,30,JioMart,https://via.placeholder.com/200
Boric Acid,Cleaning & Household,Bhavi,1 pc,1,100,Zepto,https://via.placeholder.com/200
Herbal Fruit & Vegetables Wash Sanitize Disinfect Liquid,Cleaning & Household,Herbal Strategi,1 pc,1,225,BigBasket,https://via.placeholder.com/200
Toilet Cleaner - Super Strong,Cleaning & Household,Good Home,1 pc,1,25,BigBasket,https://via.placeholder.com/200
Protect Disinfectant Spray For Hard & Soft Surfaces - Lavender Fragrance,Cleaning & Household,Dr. Morepen,1 pc,1,211.65,Instamart,https://via.placeholder.com/200
Before & After Toilet Spray - Deodorizer & Disinfectant,Cleaning & Household,Peebuddy,1 pc,1,321.3,Zepto,https://via.placeholder.com/200
Glass Cleaner,Cleaning & Household,Floroma,1 pc,1,30.5,Zepto,https://via.placeholder.com/200
Heavy Starch - Lemon Fresh Scent,Cleaning & Household,Faultless,1 pc,1,285,Blinkit,https://via.placeholder.com/200
"Glass Cleaner, Disinfectant & Insect Repellent",Cleaning & Household,Herbal Strategi,1 pc,1,130,JioMart,https://via.placeholder.com/200
Emasol Disinfectant Floor Cleaner - Lavender,Cleaning & Household,Emami,1 pc,1,71.2,Zepto,https://via.placeholder.com/200
All Surface Cleaner,Cleaning & Household,PureCult,1 pc,1,209.3,Zepto,https://via.placeholder.com/200
Fresh Guard Ocean Fresh Disinfectant Toilet Cleaner,Cleaning & Household,Domex,1 pc,1,40,Instamart,https://via.placeholder.com/200
"Toilet Cleaner - Lavender, Urine Strains & Germ Remover",Cleaning & Household,Frosch,1 pc,1,279,BigBasket,https://via.placeholder.com/200
Kitchen Cleaning Spray - Tough Grease Removal,Cleaning & Household,Cif,1 pc,1,126.65,JioMart,https://via.placeholder.com/200
Toilet Cleaner - Kills 99% Germs,Cleaning & Household,Mr Muscle,1 pc,1,75,JioMart,https://via.placeholder.com/200
Disinfectant Surface & Floor Cleaner Liquid - Lavender,Cleaning & Household,Lizol,1 pc,1,770,JioMart,https://via.placeholder.com/200
Spray Starch - Regular,Cleaning & Household,Faultless,1 pc,1,285,BigBasket,https://via.placeholder.com/200
Brite-O Super - Polish For All Metal Surface,Cleaning & Household,Pidilite,1 pc,1,49,BigBasket,https://via.placeholder.com/200
"Essential Waxed Floss - Mint, Imported",Cleaning & Household,Oral-B,1 pc,1,299,JioMart,https://via.placeholder.com/200
Flushable Toilet Seat Cover To Avoid Direct Contact,Cleaning & Household,Peebuddy,1 pc,1,159.25,BigBasket,https://via.placeholder.com/200
Floor Cleaner - Citrus Blast,Cleaning & Household,SOVI,1 pc,1,105,Blinkit,https://via.placeholder.com/200
Floor Cleaner - Lime Fresh,Cleaning & Household,Excel Plus,1 pc,1,149,Zepto,https://via.placeholder.com/200
All In One Max Dishwasher Tablets - Lemon,Cleaning & Household,Finish,1 pc,1,375,BigBasket,https://via.placeholder.com/200
Toilet Cleaner - Shine,Cleaning & Household,SANIFRESH,1 pc,1,138,Instamart,https://via.placeholder.com/200
Emasol Dish Wash Gel,Cleaning & Household,Emami,1 pc,1,80.75,Instamart,https://via.placeholder.com/200
"Satin Floss - Mint, Imported",Cleaning & Household,Oral-B,1 pc,1,299,Zepto,https://via.placeholder.com/200
Food Safe Wipes,Cleaning & Household,Veggie Clean,1 pc,1,104.3,JioMart,https://via.placeholder.com/200
Floor Cleaner,Cleaning & Household,PureCult,1 pc,1,209.3,Blinkit,https://via.placeholder.com/200
"Floor Cleaner - Green Apple, Imported",Cleaning & Household,Dettol,1 pc,1,429,Zepto,https://via.placeholder.com/200
"Fruits & Vegetables Washing Liquid - Safely Removes Germs, Chemicals & Waxes",Cleaning & Household,Veggie Clean,1 pc,1,49,Zepto,https://via.placeholder.com/200
Floor Clean - Ocean,Cleaning & Household,Cif,1 pc,1,249,Blinkit,https://via.placeholder.com/200
Gadget Disinfectant - For Mobiles & Laptops,Cleaning & Household,Bacto-V,1 pc,1,249,JioMart,https://via.placeholder.com/200
"Active Fresh Toilet Blocks - Lavender, Imported",Cleaning & Household,Harpic,1 pc,1,309,Instamart,https://via.placeholder.com/200
Eco Friendly Toilet Cleaner,Cleaning & Household,The Better Home,1 pc,1,239.2,Instamart,https://via.placeholder.com/200
Organic Eco-Friendly Kitchen Cleaner,Cleaning & Household,Kolan,1 pc,1,395,Blinkit,https://via.placeholder.com/200
Kitchen Advanced Power,Cleaning & Household,Mr Muscle,1 pc,1,399,Zepto,https://via.placeholder.com/200
"Glass Cleaner - Spirit, Trigger",Cleaning & Household,Frosch,1 pc,1,329,JioMart,https://via.placeholder.com/200
Multi Purpose Surface Disinfectant Spray,Cleaning & Household,Raho Safe,1 pc,1,99,JioMart,https://via.placeholder.com/200
"Floor Cleaner - pH Neutral (Cleans all Surfaces, Sensitive to skin, pH-neutral)",Cleaning & Household,Frosch,1 pc,1,299,Blinkit,https://via.placeholder.com/200
Washing Machine Cleaner,Cleaning & Household,Dylon,1 pc,1,399,Zepto,https://via.placeholder.com/200
Universal Floor Cleaner - Lavender,Cleaning & Household,Frosch,1 pc,1,299,Blinkit,https://via.placeholder.com/200
Eco Friendly Floor Cleaner,Cleaning & Household,The Better Home,1 pc,1,224,BigBasket,https://via.placeholder.com/200
Disinfectant Surface Cleaner,Cleaning & Household,Nature Protect,1 pc,1,105,Blinkit,https://via.placeholder.com/200
Fruits & Vegetables Disinfectant Tablets,Cleaning & Household,Bodyguard,1 pc,1,399.61,Instamart,https://via.placeholder.com/200
Before & After Toilet Spray - Deodorizer & Disinfectant,Cleaning & Household,Peebuddy,1 pc,1,175.77,JioMart,https://via.placeholder.com/200
Emasol Disinfectant Floor Cleaner - Citrus,Cleaning & Household,Emami,1 pc,1,71.2,Zepto,https://via.placeholder.com/200
Glass Cleaner,Cleaning & Household,Excel Plus,1 pc,1,129,JioMart,https://via.placeholder.com/200
Express Multi Degreaser Baking Soda,Cleaning & Household,Smac,1 pc,1,285,Zepto,https://via.placeholder.com/200
Bleach Pen Gel,Cleaning & Household,Clorox,1 pc,1,400,JioMart,https://via.placeholder.com/200
Solid Rim Colour Active Blue Water - Fresh Flower,Cleaning & Household,Bloo,1 pc,1,399,Zepto,https://via.placeholder.com/200
"Microwave and Fridge Freezer - 40%Extra Free, Imported",Cleaning & Household,Green Shield,1 pc,1,249,Zepto,https://via.placeholder.com/200
Floor Cleaner - Apple Green,Cleaning & Household,Excel Plus,1 pc,1,149,JioMart,https://via.placeholder.com/200
Toilet Bowl Cleaner,Cleaning & Household,PureCult,1 pc,1,209.3,Instamart,https://via.placeholder.com/200
Perfumed Herbal Phenyle - Rose,Cleaning & Household,Smart Home,1 pc,1,39,BigBasket,https://via.placeholder.com/200
Toilet Cleaner - Aqua Blast,Cleaning & Household,TYDIBOWL,1 pc,1,105,Blinkit,https://via.placeholder.com/200
"Rubber Gloves - Cotton Lined, Soft & Non Slip, Medium",Cleaning & Household,ELBOW GREASE,1 pc,1,299,JioMart,https://via.placeholder.com/200
Moisture Absorber - Disposable,Cleaning & Household,Abzorb-It,1 pc,1,203,Blinkit,https://via.placeholder.com/200
Perfumed Herbal Phenyle - Sandal,Cleaning & Household,Smart Home,1 pc,1,55,BigBasket,https://via.placeholder.com/200
IMPORTED - Cotton Pads Square with Non Woven 2 Sided,Cleaning & Household,Cot Mate,1 pc,1,140,JioMart,https://via.placeholder.com/200
Dish Wash Liquid - Lemon,Cleaning & Household,Fairy,1 pc,1,299,Blinkit,https://via.placeholder.com/200
Waterproof Toilet Seat Cover,Cleaning & Household,Peebuddy,1 pc,1,297.5,Instamart,https://via.placeholder.com/200
Dishwasher Rinse Aid forCrystal Shine,Cleaning & Household,Crystale,1 pc,1,279,JioMart,https://via.placeholder.com/200
Multipurpose Alcohol Based Disinfectant Sanitiser Spray - Kills 99.9% Germs,Cleaning & Household,Bodyguard,1 pc,1,99.83,BigBasket,https://via.placeholder.com/200
Floor Cleaner - Pine,Cleaning & Household,Feel Fresh,1 pc,1,55,Zepto,https://via.placeholder.com/200
Toilet Cleaner,Cleaning & Household,Excel Plus,1 pc,1,149,BigBasket,https://via.placeholder.com/200
Original All-In-One Regular Dishwasher Tablets,Cleaning & Household,Fairy,1 pc,1,1699,Blinkit,https://via.placeholder.com/200
Furniture Polish,Cleaning & Household,Smac,1 pc,1,365,BigBasket,https://via.placeholder.com/200
Floor Cleaner- Citrus Blast,Cleaning & Household,SOVI,1 pc,1,153.3,BigBasket,https://via.placeholder.com/200
Finish Total Action Dishwasher Cleaner,Cleaning & Household,Crystale,1 pc,1,289,JioMart,https://via.placeholder.com/200
Express Multi Degreaser - Lemon Scent,Cleaning & Household,Smac,1 pc,1,285,BigBasket,https://via.placeholder.com/200
Toilet & Bathroom Wipes,Cleaning & Household,Bloo,1 pc,1,159,BigBasket,https://via.placeholder.com/200
Solid Rim Power Active Flower,Cleaning & Household,Bloo,1 pc,1,399,Zepto,https://via.placeholder.com/200
Organic Eco-Friendly Bathroom Cleaner,Cleaning & Household,Kolan,1 pc,1,395,Zepto,https://via.placeholder.com/200
Toilet Cleaner,Cleaning & Household,Floroma,1 pc,1,32.5,Blinkit,https://via.placeholder.com/200
Natural Multi Purpose Cleaner,Cleaning & Household,Bubblenut Wash,1 pc,1,799,JioMart,https://via.placeholder.com/200
Dish Washing Liquid - Original,Cleaning & Household,Fairy,1 pc,1,299,Instamart,https://via.placeholder.com/200
Veg & Fruit Wash Concentrate,Cleaning & Household,Healing Touch,1 pc,1,99,BigBasket,https://via.placeholder.com/200
Monthly Pack,Cleaning & Household,Veg Fru Wash,1 pc,1,225,BigBasket,https://via.placeholder.com/200
Max Gel Sink & Pipe - Unblocker,Cleaning & Household,Mr Muscle,1 pc,1,799,BigBasket,https://via.placeholder.com/200
Toilet Cleaner - Lemon Pop,Cleaning & Household,TYDIBOWL,1 pc,1,105,Zepto,https://via.placeholder.com/200
Organic Eco-Friendly Toilet Bowl Cleaner,Cleaning & Household,Kolan,1 pc,1,495,BigBasket,https://via.placeholder.com/200
Acticlean In Cistern Toilet Block - Purple,Cleaning & Household,Bloo,1 pc,1,249,Instamart,https://via.placeholder.com/200
Heavy Starch - Original Fresh Scent,Cleaning & Household,Faultless,1 pc,1,285,Instamart,https://via.placeholder.com/200
Starch Spray,Cleaning & Household,Big D,1 pc,1,249,JioMart,https://via.placeholder.com/200
Express Bathroom,Cleaning & Household,Smac,1 pc,1,285,JioMart,https://via.placeholder.com/200
Stain Remover Spray - Imported,Cleaning & Household,Shout,1 pc,1,399,JioMart,https://via.placeholder.com/200
Colour Catcher Sheets,Cleaning & Household,Dylon,1 pc,1,799,Blinkit,https://via.placeholder.com/200
Spray & Wipe Floor Cleaner Green Apple,Cleaning & Household,Dettol,1 pc,1,479,Blinkit,https://via.placeholder.com/200
Starch Spray For Easy Iron,Cleaning & Household,Dylon,1 pc,1,329,Blinkit,https://via.placeholder.com/200
Multi-Surface Cleaner and Deodorizer - Lemon Fresh,Cleaning & Household,Pine Sol,1 pc,1,300,Instamart,https://via.placeholder.com/200
Oven Cleaner - Imported,Cleaning & Household,Mr Muscle,1 pc,1,399,BigBasket,https://via.placeholder.com/200
Vegetable & Fruit Wash,Cleaning & Household,PureCult,1 pc,1,209.3,Zepto,https://via.placeholder.com/200
Cleaner - Fabric,Cleaning & Household,Scotchgard,1 pc,1,579,JioMart,https://via.placeholder.com/200
Surface Cleaner - Flora,Cleaning & Household,Homizol,1 pc,1,32.5,BigBasket,https://via.placeholder.com/200
"Floor Cleaner - Liquid, Hand Made",Cleaning & Household,Wild Ideas,1 pc,1,120,JioMart,https://via.placeholder.com/200
Glass Cleaner,Cleaning & Household,Hi-clean,1 pc,1,740,Instamart,https://via.placeholder.com/200
Washing Machine Cleaner - Imported,Cleaning & Household,Dettol,1 pc,1,579,Instamart,https://via.placeholder.com/200
Dish Washing Liquid - Citrus,Cleaning & Household,Fairy,1 pc,1,299,JioMart,https://via.placeholder.com/200
Eliminate Odours Classic Fabric Freshener,Cleaning & Household,Febreze,1 pc,1,449,BigBasket,https://via.placeholder.com/200
Daily Cleaner - Cook Top,Cleaning & Household,Weiman,1 pc,1,700,Blinkit,https://via.placeholder.com/200
Organic Eco-Friendly No Streak Glass Cleaner,Cleaning & Household,Kolan,1 pc,1,395,JioMart,https://via.placeholder.com/200
Finish Dishwasher Freshener,Cleaning & Household,Crystale,1 pc,1,249,BigBasket,https://via.placeholder.com/200
Safe 24 - Multi Surface Protector,Cleaning & Household,Berger BreatheEasy,1 pc,1,199,Zepto,https://via.placeholder.com/200
Organic Eco-Friendly Leather & Upholstery Cleaner,Cleaning & Household,Kolan,1 pc,1,695,Zepto,https://via.placeholder.com/200
"Clean N Fresh Dishwasher Tablets - 7-in-1, Lemon",Cleaning & Household,Clean & Fresh,1 pc,1,499,Instamart,https://via.placeholder.com/200
"Water Saving Aerator - Switch, ABS Body",Cleaning & Household,ECO365,1 pc,1,409,Blinkit,https://via.placeholder.com/200
IMPORTED - Cotton Pads Rounds with Non Woven 2 Sided,Cleaning & Household,Caremate,1 pc,1,130,Blinkit,https://via.placeholder.com/200
All In One Dishwasher Tablets - Lemon,Cleaning & Household,Astonish,1 pc,1,1050,Instamart,https://via.placeholder.com/200
Flushable Toilet Wipes - Imported,Cleaning & Household,Pure Wipes,1 pc,1,229,BigBasket,https://via.placeholder.com/200
Shiny Steel,Cleaning & Household,Smac,1 pc,1,250,JioMart,https://via.placeholder.com/200
